weighting,perspectiveCost,prob
0.9500000000000003,0.175,0.04829084806092184
0.9000000000000002,0.175,0.04852164789315069
0.8500000000000002,0.175,0.04875040088088527
0.8000000000000002,0.175,0.04897670795018699
0.7500000000000001,0.175,0.049200108035134686
0.7000000000000001,0.175,0.04942006009871344
0.65,0.175,0.04963591805526617
0.6,0.175,0.049846894911538465
0.5499999999999999,0.175,0.0500520100654995
0.49999999999999994,0.175,0.05025000943524116
0.44999999999999996,0.175,0.05043924010157386
0.39999999999999997,0.175,0.05061744543415787
0.35,0.175,0.05078141390909345
0.3,0.175,0.05092634157777208
0.25,0.175,0.05104458972846732
0.2,0.175,0.051123035026477984
0.15000000000000002,0.175,0.05113669420305759
0.1,0.175,0.05103052308913233
0.05,0.175,0.05065127699869994
0,0.175,0.049304834545029125
